N,Зарын гарчиг,Нийт үнэ 0,Огноо,Цаг,Зарын дугаар,Утасны дугаар,Өрөө,Дүүрэгт байршил,Тайлбар,url,Шал:,Тагт:,Ашиглалтад орсон огноо,Гараж:,Цонх:,Барилгын давхар,Хаалга:,М2 0,Байрны давхар,Лизингээр авах боломж,Цонхны тоо,Барилгын явц:,ad_page,ad_order,location:,Байршил 2,mylocation,Хотхоны ID,Хотхоны нэр,Дэд байршил,Lat,Long,Дүүрэг,Байршил,Хороо,Нийт үнэ,М2,М2 үнэ
771,Шинэ яармагт 54.40м2 2 өрөө,3.6 сая ₮,3/21/2024,15:16,8143216,,2 өрөө,"УБ — Хан-Уул, Яармаг",,https://www.unegui.mn/adv/8143216_shine-iaarmagt-54-40/,Паркет,1 тагттай,2023,Байхгүй,Вакум,16,Төмөр,54.4 м²,14,Лизинггүй,3,Ашиглалтад орсон,23,3,,,Яармаг,,,,,,Хан-Уул,Яармаг,,3.6,54.4,0.066176471
772,Жуков зам дагуу жоби-72 байр 80м2 3 өрөө,277 сая ₮,3/21/2024,15:19,8070687,,3 өрөө,"УБ — Баянзүрх, 15-р хороолол",,https://www.unegui.mn/adv/8070687_zhukov-zam-daguu-zhobi72-bair/,Паркет,2 тагттай,2012,Байхгүй,Вакум,12,Бүргэд,80.0 м²,7,Банкны лизингтэй,4,Ашиглалтад орсон,23,1,,,"Жуков, Офицер, Сансар",,,,,,Баянзүрх,15-р хороолол,,277,80,3.4625
773,Алтай хотхон ард rich apartment 2 өрөө,135 сая ₮,3/21/2024,15:19,8130885,,2 өрөө,"УБ — Баянгол, Алтай хотхон","
Алтай хотхоны хойд талд
Rich apartment байранд 2 өрөө худалдана

Хэмжээ: 46,15 мкв
Давхар: 16/9
Цонх: Зүүн харсан 2 цонхтой

Хананд суурьлуулсан тавилга үлдэнэ",https://www.unegui.mn/adv/8130885_altai-khotkhon-ard-rich-apartment-2-oroo/,Паркет,1 тагттай,2015,Байхгүй,Вакум,16,Бүргэд,46.0 м²,9,Лизинггүй,2,Ашиглалтад орсон,23,2,,,Алтай хотхон,,,,,,Баянгол,Алтай хотхон,,135,46,2.934782609
774,"Яармаг, hunnu tower 81.32м.кв 3 өрөө","297 сая ₮
325.28 сая ₮ үнэ тохирно",3/21/2024,15:20,7834888,,3 өрөө,"УБ — Хан-Уул, Яармаг",,https://www.unegui.mn/adv/7834888_iaarmag-hunnu-tower-81-32m-kv-3-oroo-khudaldana/,Паркет,1 тагттай,2022,Байхгүй,Вакум,16,Бүргэд,81.32 м²,11,Банкны лизингтэй,4,Ашиглалтад орсон,22,59,,,Яармаг,,,,,,Хан-Уул,Яармаг,,297,81.32,3.652238072
775,16 хороолол 2 өрөө байр 57м2,145 сая ₮,3/21/2024,15:20,7887969,,2 өрөө,"УБ — Баянзүрх, 16-р хороолол",,https://www.unegui.mn/adv/7887969_16-khoroolol-2-oroo/,Паркет,1 тагттай,2017,Байхгүй,Вакум,16,Бүргэд,57.0 м²,9,Лизинггүй,4,Ашиглалтад орсон,22,60,,,Цайз,,,,,,Баянзүрх,16-р хороолол,,145,57,2.543859649
776,Haniin material 3 uruu,"108 сая ₮
үнэ тохирно",3/21/2024,15:22,8102298,,3 өрөө,"УБ — Сонгинохайрхан, Ханын материал","
Haniin material 58b bair 1 dabhart 3 uruu bair zarna",https://www.unegui.mn/adv/8102298_haniin-material-3-uruu/,Паркет,Тагтгүй,1995,Байхгүй,Вакум,5,Бүргэд,78.0 м²,1,Лизинггүй,4,Ашиглалтад орсон,22,58,,,Ханын материал,,,,,,Сонгинохайрхан,Ханын материал,,108,78,1.384615385
777,"Бгд, 25-ийн gem mall-ийн ард 62.66 мкв 2 өрөө байр",3.8 сая ₮,3/21/2024,15:25,8132019,,2 өрөө,"УБ — Баянгол, 3, 4 хороолол","
БГД, UB palace-ийн ард 62.66 мкв 2 өрөө байр зарна.
- Хувцасны өрөөтэй
- Хойшоо харсан цонхтой
- Гал тогооны тавилга, үүдний шүүгээ үлдэнэ.",https://www.unegui.mn/adv/8132019_bgd-modny-2t-62-66-mkv-2-oroo-bair/,Паркет,1 тагттай,2023,Байхгүй,Вакум,12,Төмөр вакум,62.66 м²,2,Лизинггүй,2,Ашиглалтад орсон,22,57,,,"3, 4 хороолол",,,,,,Баянгол,"3, 4 хороолол",,3.8,62.66,0.060644749
778,"Зайсан, orange town-д 110 мкв 3 өрөө",341 сая ₮,3/21/2024,15:28,8135875,,3 өрөө,"УБ — Хан-Уул, Зайсан","
Зайсан, orange town-д 110 мкв 3 өрөө байр зарна.
- Урагшаа харсан.
- 2 нойлтой",https://www.unegui.mn/adv/8135875_zaisan-orange-town-d-110-mkv-3-oroo/,Паркет,1 тагттай,2012,Байгаа,Вакум,9,Бүргэд,110.0 м²,7,Лизинггүй,3,Ашиглалтад орсон,22,56,,,Зайсан,,,,,,Хан-Уул,Зайсан,,341,110,3.1
779,Офицерт 56мкв 2 өрөө байр,165.2 сая ₮,3/21/2024,15:30,8143271,,2 өрөө,"УБ — Баянзүрх, Офицер","
Офицерт Маш гоё зохион байгуулалттай 56мкв 2 өрөө байр худалдана
бэлэн төлөлтөнд мкв 2,950,000
хувь лизинг 70% урьдчилгаа мкв 3,150,000",https://www.unegui.mn/adv/8143271_ofitsert-mash-goio-zokhion-baiguulalttai-56mkv-2-oroo-bair-khudaldana/,Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,56.0 м²,8,Хувь лизингтэй,2,Ашиглалтад ороогүй,22,55,,,Офицер,,,,,,Баянзүрх,Офицер,,165.2,56,2.95
780,"Худ, e martiin урд akoya town-д 83мкв 3 өрөө",439 сая ₮,3/21/2024,15:31,7946306,,3 өрөө,"УБ — Хан-Уул, Хан-Уул, Хороо 15",,https://www.unegui.mn/adv/7946306_khud-e-martiin-urd-akoya-town-d-83mkv-3-oroo/,Паркет,1 тагттай,2021,Байгаа,Вакум,16,Төмөр вакум,83.0 м²,13,Лизинггүй,4,Ашиглалтад орсон,22,54,,,Зайсан хойно,,,,,,Хан-Уул,Хороо 15,15,439,83,5.289156627
781,Худ 20-р хороо мишээл ехро хажууд 3 өрөө 78мкв,"261.4 сая ₮
292 сая ₮",3/21/2024,15:33,8101341,,3 өрөө,"УБ — Хан-Уул, Мишээл","
📍River view хотхонд 78,03м2 3 өрөө байр худалдана

✅️ Ашиглалтанд 2024 онд орсон
✅️ 12/9давхарт
✅️ удахгүй комисс орно
✅️Урагшаа 3 харсан цонхтой

Төлбөрийн нөхцөл:
бэлэн болон бартер
мкв үнэ:
----------------------------
Хаяг: ХУД , 20хороо , Misheel expo төвийн зүүн урд Мишээл байгаль орчин танин мэдэхүйн хүрээлэнгийн чанх ард",https://www.unegui.mn/adv/8101341_khud-20-r-khoroo-misheel-ekhro-khazhuud/,Паркет,1 тагттай,2024,Байхгүй,Вакум,12,Төмөр,78.03 м²,9,Лизинггүй,3,Ашиглалтад орсон,22,52,,,Мишээл,,,,,,Хан-Уул,Мишээл,,261.4,78.03,3.349993592
782,16-р хороолол sky residence хотхонд 51 мкв 2 өрөө байр,160 сая ₮,3/21/2024,15:33,8118907,,2 өрөө,"УБ — Баянзүрх, 16-р хороолол","
16-р хороолол, Батлан хамгаалахын их сургуулийн баруун талд Sky residence хотхонд 51.35 мкв 2 өрөө байр зарна.
- Баруун харсан цонхтой.
- Улсын 44 болон 53-р сургуультай ойр.",https://www.unegui.mn/adv/8118907_16-r-khoroolol-sky-residence-khotkhond-51-mkv-2-oroo-bair/,Ламинат,1 тагттай,2023,Байхгүй,Вакум,15,Бүргэд,51.35 м²,11,Лизинггүй,2,Ашиглалтад орсон,22,53,,,Цайз,,,,,,Баянзүрх,16-р хороолол,,160,51.35,3.11587147
783,"Худ, king tower хотхонд 95 мкв 3 өрөө","395 сая ₮
үнэ тохирно",3/21/2024,15:34,8053910,,3 өрөө,"УБ — Хан-Уул, King Tower","
Худ, king tower хотхонд 95 мкв 3 өрөө байр зарна.
- Урагшаа харсан цонхтой.",https://www.unegui.mn/adv/8053910_khud-king-tower-khotkhond-95-mkv-3-oroo/,Паркет,Тагтгүй,2022,Байгаа,Вакум,20,Төмөр вакум,95.0 м²,2,Лизинггүй,4,Ашиглалтад орсон,22,50,,,Маршал,,,,,,Хан-Уул,King Tower,,395,95,4.157894737
784,Хороолол гэмтлийн хойно 2 өрөө,136 сая ₮,3/21/2024,15:34,8143289,,2 өрөө,"УБ — Баянгол, Гэмтэл согог судлалын үндэсний төв","
Хороолол Гэмтлийн эмнэлэгийн хойно Шинэ хороолол хотхоны 6 давхарт зүүн харсан цонхтой 50.5м2 2 өрөө",https://www.unegui.mn/adv/8143289_khoroolol-gemtliin-khoino-2-oroo/,Паркет,1 тагттай,2023,Байхгүй,Вакум,16,Бүргэд,50.5 м²,6,Лизинггүй,2,Ашиглалтад орсон,22,51,,,,,,,,,Баянгол,Гэмтэл согог судлалын үндэсний төв,,136,50.5,2.693069307
785,"Гэмтэл, 54-р сургуулийн баруун талд 78 мкв 2 өрөө",215 сая ₮,3/21/2024,15:37,8119042,,2 өрөө,"УБ — Баянгол, 3, 4 хороолол","
Гэмтлийн эмнэлгийн голын замд 54-р сургуулийн баруун талд Намуун дэнж хотхонд 78 мкв 2 өрөө байр зарна.
- Зүүн харсан цонхтой.
- Дулаан граш 15 сая.",https://www.unegui.mn/adv/8119042_gemtel-54-r-surguuliin-baruun-tald-78-mkv-2-oroo/,Паркет,1 тагттай,2014,Байгаа,Вакум,11,Бүргэд,78.0 м²,7,Лизинггүй,3,Ашиглалтад орсон,22,49,,,"3, 4 хороолол",,,,,,Баянгол,"3, 4 хороолол",,215,78,2.756410256
786,2 өрөө байр 43м2,125 сая ₮,3/21/2024,15:38,8143249,,2 өрөө,"УБ — Баянгол, 3, 4 хороолол","
яаралтай",https://www.unegui.mn/adv/8143249_bair-zarna/,Паркет,1 тагттай,2017,Байхгүй,Вакум,12,Бүргэд,43.0 м²,10,Лизинггүй,2,Ашиглалтад орсон,22,48,,,"3, 4 хороолол",,,,,,Баянгол,"3, 4 хороолол",,125,43,2.906976744
787,"Худ, global town-д 86.41мкв 3 өрөө",5.5 сая ₮,3/21/2024,15:39,8082276,,3 өрөө,"УБ — Хан-Уул, Нархан хотхон",,https://www.unegui.mn/adv/8082276_khud-global-town-d-86-41mkv-3-oroo/,Паркет,1 тагттай,2023,Байхгүй,Вакум,22,Төмөр вакум,86.41 м²,17,Лизинггүй,4,Ашиглалтад орсон,22,46,,,Корпорейт,,,,,,Хан-Уул,Нархан хотхон,,5.5,86.41,0.063650041
788,River garden 2 хотхон 4 өрөө 120м2,940 сая ₮,3/21/2024,15:39,8051016,,4 өрөө,"УБ — Хан-Уул, River Garden","
#𝐍𝐂𝐃 групп #𝐑𝐈𝐕𝐄𝐑_𝐆𝐀𝐑𝐃𝐄𝐍 𝟐 хотхонд 𝟏𝟐𝟎 мкв 𝟒 өрөө орон сууц худалдана.

▪️ 𝟏𝟓/𝟓 давхарт
▪️ Хойшоо болон зүүн хойшоо харсан цонхтой
▪️ 𝟐 ш ариун цэврийн өрөө
▪️ 𝟑 ш унтлагын өрөө
▪️ 𝟏ш хувцасны өрөө
▪️ 𝐆𝐚𝐧 𝐛𝐫𝐨𝐬-н гал тогооны тавилга, үүдний шкаф үлдэнэ

💯Үнэ цэнээ үл алдах байршил
▪️ Хамгийн том 𝟕𝟎%-н ногоон байгууламжтай цор ганц хотхон
▪️ Эрүүл аюулгүй орчинтой
▪️ Харуул хамгаалалт СӨХ-н үйлчилгээ сайтай

Үнэ: 𝟗𝟒𝟎 сая
Гараж: 𝟔𝟎 сая",https://www.unegui.mn/adv/8051016_river-garden-2-khotkhon-4-oroo/,Паркет,1 тагттай,2021,Байгаа,Вакум,15,Төмөр,120.0 м²,5,Банкны лизингтэй,5,Ашиглалтад орсон,22,47,,,Маршал,,,,,,Хан-Уул,River Garden,,940,120,7.833333333
789,"Худ, нисэх актив гарден хотхонд 92.82мкв 4 өрөө байр","3.7 сая ₮
4 сая ₮",3/21/2024,15:41,8095633,,4 өрөө,"УБ — Хан-Уул, Нисэх","
Гэрчилгээ бэлэн зээлээр авах боломжтой , Бэлнээр авбал доошоо сайн яриад өгнөө Бартер оролцуулна он залуу Land 200, RX 450",https://www.unegui.mn/adv/8095633_aktiv-garden-khotkhond-shine-bair-khiamd-zarna-gerchilgee-belen-zeeleer-avakh-bolomzhtoi/,Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,92.82 м²,10,Лизинггүй,4,Ашиглалтад орсон,1,35,,,Нисэх,,,,,,Хан-Уул,Нисэх,,3.7,92.82,0.039862099
790,"Бгд, есөн эрдэнэ хотхонд 82.61мкв 3 өрөө",380 сая ₮,3/21/2024,15:41,7992428,,3 өрөө,"УБ — Баянгол, Нарны хороолол","
Нарны хорооллын яг хойно есөн эрдэнэ хотхоны хамгийн сүүлд ашиглалтанд орсон шилэн фасадтай 82.61 мкв 3 өрөө байр зарна.

- Давхартаа 2 айлтай

- Улсын сургууль цэцэрлэгтэй

- Ашиглалтанд ороод 1 жил болсон

- Бүх өрөө дорож, ханын шкафтай

- Тагт рэклэсэн

- 2 ариун цэврийн өрөөтэй.",https://www.unegui.mn/adv/7992428_narny-khoroollyn-khoino-eson-erdene-khotkhond-82-61mkv-3-oroo/,Паркет,1 тагттай,2022,Байхгүй,Вакум,10,Төмөр вакум,82.61 м²,3,Лизинггүй,3,Ашиглалтад орсон,22,45,,,Нарны хороолол,,,,,,Баянгол,Нарны хороолол,,380,82.61,4.59992737
791,Зайсанд 4 өрөө 106м2,"350 сая ₮
үнэ тохирно",3/21/2024,15:43,7053508,,4 өрөө,"УБ — Хан-Уул, Зайсан","
Зайсан номун виллаж хотхон. тайван орчин,цэвэр агаарт,өглөөнөөс орой хүртэл нар үзэх Дэлгүүр, автобусны буудал, улсын болон хувийн сургууль цэцэрлэг бүх үйлчилгээндээ ойрхон нам гүм орчин машины зогсоол элбэг хүүхдийн тоглоомын талбай руу машин орох боломжгүй.Үнэ маш Сайн Ярьна.Машин Оролцуулна.",https://www.unegui.mn/adv/7053508_4-oroo-zarna/,Паркет,2 тагттай,2019,Байгаа,Вакум,10,Вакум,106.5 м²,4,Лизинггүй,6,Ашиглалтад орсон,1,34,,,Зайсан,,,,,,Хан-Уул,Зайсан,,350,106.5,3.286384977
792,"Зайсанд, хааис хажууд 117мкв 3 өрөө",340 сая ₮,3/21/2024,15:43,7988554,,3 өрөө,"УБ — Хан-Уул, Зайсан","
Зайсан, ХААИС-ийн баруун талд 117мкв 3 өрөө байр зарна.
- Урагшаа харсан цонхтой.
- Граж тусдаа 25 сая",https://www.unegui.mn/adv/7988554_zaisand-117mkv-3-oroo/,Паркет,1 тагттай,2014,Байгаа,Вакум,13,Төмөр вакум,117.0 м²,13,Лизинггүй,4,Ашиглалтад орсон,22,44,,,Зайсан,,,,,,Хан-Уул,Зайсан,,340,117,2.905982906
793,"Buhiin urguu zuun tald, 5r bairand gal togoo tusdaa 2 uruu bair 30m2",170 сая ₮,3/21/2024,15:45,8057383,,2 өрөө,"УБ — Баянзүрх, 13-р хороолол","
13r khoroolol, buhiin urguu zuun tald, 5r bairand gal togoo tusdaa 2 uruu bair hudaldana.
Buh tsonh uragsh harsan
9/2 dawhart
Une: 170say",https://www.unegui.mn/adv/8057383_buhiin-urguu-zuun-tald-5r-bairand-gal-togoo-tusdaa-2-uruu-bair-hudaldana/,Паркет,1 тагттай,1990,Байхгүй,Вакум,9,Бүргэд,30.0 м²,2,Банкны лизингтэй,3,Ашиглалтад орсон,22,43,,,13-р хороолол,,,,,,Баянзүрх,13-р хороолол,,170,30,5.666666667
794,Зайсанд 3 өрөө байр,"3.8 сая ₮
үнэ тохирно",3/21/2024,15:46,8143269,,3 өрөө,"УБ — Хан-Уул, Зайсан","
ХУД Зайсан ХААИС-ийн урд Алтан богд хотхонд баруун харсан цонхнуудтай 3 өрөө байр худалдана.",https://www.unegui.mn/adv/8143269_zaisand-3-oroo-bair-khudaldana/,Паркет,1 тагттай,2022,Байхгүй,Вакум,10,Төмөр вакум,91.99 м²,7,Лизинггүй,3,Ашиглалтад орсон,22,42,,,Зайсан,,,,,,Хан-Уул,Зайсан,,3.8,91.99,0.041308838
