N,Зарын гарчиг,Нийт үнэ 0,Огноо,Цаг,Зарын дугаар,Утасны дугаар,Өрөө,Дүүрэгт байршил,Тайлбар,url,Шал:,Тагт:,Ашиглалтад орсон огноо,Гараж:,Цонх:,Барилгын давхар,Хаалга:,М2 0,Байрны давхар,Лизингээр авах боломж,Цонхны тоо,Барилгын явц:,ad_page,ad_order,mylocation,Хотхоны ID,Хотхоны нэр,Дэд байршил,Lat,Long,Дүүрэг,Байршил,Хороо,Нийт үнэ,М2,М2 үнэ
681,Grand plaza замын урд 2 өрөө 50м2,155 сая ₮,3/17/2024,21:47,8102964,,2 өрөө,"УБ — Баянгол, Төмөр зам",,https://www.unegui.mn/adv/8102964_grand-plaza-zamyn-urd-2-oroo/,Паркет,1 тагттай,1988,Байхгүй,Вакум,5,Бүргэд,50.0 м²,1,Лизинггүй,3,Ашиглалтад орсон,4,31,Төмөр зам,,,,,,Баянгол,Төмөр зам,,155,50,3.1
682,Grand marshill luxury 4 uruu 106m2,4.4 сая ₮,3/17/2024,21:48,7870260,,4 өрөө,"УБ — Сүхбаатар, Сүхбаатар, Хороо 18",,https://www.unegui.mn/adv/7870260_grand-marshill-luxury/,Паркет,2 тагттай,2023,Байгаа,Вакум,4,Бүргэд,106.65 м²,4,Банкны лизингтэй,5,Ашиглалтад орсон,4,27,Их дэлгүүр,,,,,,Сүхбаатар,Хороо 18,18,4.4,106.65,0.041256446
683,King tower 3 өрөө 111м2 байр,4.8 сая ₮,3/17/2024,21:48,8099923,,3 өрөө,"УБ — Хан-Уул, King Tower",,https://www.unegui.mn/adv/8099923_king-tower/,Паркет,1 тагттай,2024,Байхгүй,Вакум,17,Бүргэд,111.0 м²,3,Лизинггүй,4,Ашиглалтад орсон,4,28,Маршал,,,,,,Хан-Уул,King Tower,,4.8,111,0.043243243
684,1 өрөө байр,"45 сая ₮
үнэ тохирно",3/17/2024,21:48,8131347,,1 өрөө,"УБ — Баянзүрх, Шар хад",,https://www.unegui.mn/adv/8131347_1-oroo-bair-zarna/,Паркет,Тагтгүй,2010,Байхгүй,Вакум,1,Бүргэд,24.0 м²,1,Лизинггүй,2,Ашиглалтад орсон,4,29,Шар хад,,,,,,Баянзүрх,Шар хад,,45,24,1.875
685,Regis place duplex 3 uruu,7.8 сая ₮,3/17/2024,21:49,7913644,,3 өрөө,"УБ — Хан-Уул, 120 мянгат",,https://www.unegui.mn/adv/7913644_belmonte-residense-4-oroo/,Паркет,Тагтгүй,2019,Байгаа,Вакум,20,Бүргэд,135.0 м²,15,Лизинггүй,8,Ашиглалтад орсон,4,25,120 мянгат,,,,,,Хан-Уул,120 мянгат,,7.8,135,0.057777778
686,Regis place duplex 4 өрөө,1.6 Тэрбум ₮,3/17/2024,21:49,7888918,,4 өрөө,"УБ — Хан-Уул, 120 мянгат",,https://www.unegui.mn/adv/7888918_nogoon-urlan-khotkhond-4-oroo/,Паркет,Тагтгүй,2021,Байхгүй,Вакум,20,Бүргэд,200.0 м²,15,Банкны лизингтэй,5,Ашиглалтад орсон,4,26,120 мянгат,,,,,,Хан-Уул,120 мянгат,,1600,200,8
687,Сансарт 2 өрөө,139 сая ₮,3/17/2024,21:50,8131358,,2 өрөө,"УБ — Баянзүрх, Баянзүрх, Хороо 2","
📍Сансарт
📍БЗД-ийн 2-р хороо
✔️Автобусны буудлын чанх хойно ✔️Батбайгаль бэйкери зүүн талд

☑️ 40.2м.кв 2 өрөө
☑️ 5/4 давхарт
☑️ Урагшаа 2 цонх өдөржин нартай
☑️ Өвөлдөө маш дулаан

✅ 33-р сургууль
✅ 48-р сургууль
✅ Цэцэрлэг ойролцоо
✅ Хотын төвд бүх үйлчилгээндээ ойролцоо давуу талтай",https://www.unegui.mn/adv/8131358_sansart-2-oroo-khudaldana/,Паркет,1 тагттай,2010,Байхгүй,Вакум,5,Төмөр вакум,40.2 м²,4,Банкны лизингтэй,2,Ашиглалтад орсон,4,24,КТМС,,,,,,Баянзүрх,Хороо 2,2,139,40.2,3.457711443
688,Нисэхэд 3 өрөө орон сууц,"213.3 сая ₮
үнэ тохирно",3/17/2024,21:52,8131366,,3 өрөө,"УБ — Хан-Уул, Нисэх",,https://www.unegui.mn/adv/8131366_nisekhed-shine-3-oroo-oron-suuts/,Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,71.1 м²,4,Лизинггүй,4,Ашиглалтад орсон,4,23,Нисэх,,,,,,Хан-Уул,Нисэх,,213.3,71.1,3
689,Хүннү 3-р ээлж 4 өрөө 117мкв,666.9 сая ₮,3/17/2024,21:55,8131372,,4 өрөө,"УБ — Хан-Уул, Хүннү","
Хүннү 3-р ээлж 117мкв 3 өрөө худалдана
Урагшаа хойшоо харсан цонхтой
Зөв зохион байгуулалттай
Хүн амьдраагүй шинэ
Гэрчилгээ бэлэн",https://www.unegui.mn/adv/8131372_khunnu-3-r-eelzh-shine-4-oroo-117mkv-khudaldana/,Паркет,2 тагттай,2023,Байхгүй,Вакум,25,Бүргэд,117.0 м²,22,Банкны лизингтэй,4,Ашиглалтад орсон,4,22,Хүннү,,,,,,Хан-Уул,Хүннү,,666.9,117,5.7
690,Master untlagiin uruutui 3 uruu,2.5 сая ₮,3/17/2024,21:57,8131371,,3 өрөө,"УБ — Баянзүрх, 15-р хороолол","
tsoo shine bair",https://www.unegui.mn/adv/8131371_master-untlagiin-uruutui-3uruu/,Паркет,1 тагттай,2022,Байхгүй,Вакум,16,Төмөр,64.0 м²,13,Лизинггүй,3,Ашиглалтад орсон,4,21,"Жуков, Офицер, Сансар",,,,,,Баянзүрх,15-р хороолол,,2.5,64,0.0390625
691,Кино үйлдвэрт 3 өрөө байр 72м2,"225 сая ₮
үнэ тохирно",3/17/2024,22:01,7770682,,3 өрөө,"УБ — Баянзүрх, 14-р хороолол","
Кино үйлдвэрээр дээшээ өгсөөд Улаанбаатарын их сургуулийн баруун хойно байршдаг 3 өрөө байрыг зарна.

Давуу талууд:
*хотын төвд ойр
*сургууль, цэцэрлэг ойр /улсын 69-р сургууль, 30-р сургууль, шавь цогцолбор сургууль .... цэцэрлэг болон хувийн цэцэрлэгүүд ойр/
*хойшоо, урагшаа аль ч автобусны буудалдаа ойр
*баруун, зүүн, урд зүг рүү харсан нийт 6 цонхтой
*цэвэрхэн 2 том тагттай
*3 давхарт тул амьдрахад таатай /тог, лифтний хамааралгүй/
*харагдац, үзэгдэх орчин сайн /Богд уул харагддаг/
*нарны тусгал сайн /өдрийн турш нар халхлагддаггүй/
*өвөл дулаахан
*зун агаарын сэлгэлт сайтай
*зай талбай их, зөв зохион байгууллалттай
*байрны гадна хүүхдийн тоглоомын талбайтай /хүүхдээ тоглож байхад цонхоороо хараад байх боломжтой/
*машины зогсоол хангалттай
*ирээдүйд үнэ цэнэ нь улам өсөх гоё байр байгаа шүү

Төлбөрийн нөхцөл:
• Бэлэн төлөлтөнд 220 саяд өгнө
• эсвэл бэлэн 160 сая + 65сая н банкны зээл үргэлжлүүлэн төлөхөөр авч болно

Жич: зууч залгах хэрэггүй",https://www.unegui.mn/adv/7770682_kino-uildvert-3-oroo-bair-zarna/,Паркет,2 тагттай,2010,Байхгүй,Вакум,5,Бүргэд,72.0 м²,3,Банкны лизингтэй,6,Ашиглалтад орсон,4,20,"Жуков, Халдварт, Өгөөмөр",,,,,,Баянзүрх,14-р хороолол,,225,72,3.125
692,Улаан хуаран угсармалын галтогоо тусдаа 2 өрөө байр,130 сая ₮,3/17/2024,22:12,8131397,,2 өрөө,"УБ — Баянзүрх, Баянзүрх, Хороо 16","
Бүх цонх наран талдаа, дулаахан, гал тогоо 00 тусдаа, том балконтой. 9давхар байрны 6давхарт байрладаг. Бүх төрлийн худалдаа үйлчилгээ ойр. Цэвэрхэн байраа зарнаа.Зураг дээрх тавилгууд дагалдана.",https://www.unegui.mn/adv/8131397_ulaan-khuaran-prime-cinema-khazhuud-ugsarmalyn-galtogoo-tusdaa-2oroo-bair-zarna/,Паркет,1 тагттай,1990,Байхгүй,Вакум,9,Бүргэд,55.0 м²,6,Банкны лизингтэй,3,Ашиглалтад орсон,4,19,Цайз,,,,,,Баянзүрх,Хороо 16,16,130,55,2.363636364
693,Хотын төвд gem castle хотхонд 2 өрөө орон сууц,6.3 сая ₮,3/17/2024,22:15,7963026,,2 өрөө,"УБ — Сүхбаатар, Сүхбаатар, Хороо 6","
Gem castle хотхон нь хотын хамгийн үнэ цэнэтэй байршилд Сүхбаатарын талбайгаас 500 м зайнд бага тойрууд Metromall их дэлгүүрийн урд байрладаг.

Зүүн харсан цонхтой

Ашиглалтад орох хугацаа : 2024 оны 3-р сар

🟢Худалдаа, үйлчилгээ нэг дор төвлөрсөн
🟢24 цагийн хос лифттэй
🟢Нэгдсэн хамгаалалтын систем
🟢Авто машины дулаан зогсоолтой
🟢Их сургуулиуд болон улсын 14-р цэцэрлэг, 25-р цэцэрлэг, 2-р сургуультай ойрхон
🟢Чанартай брэнд материалуудаар тоноглогдсон

-3 давхар шилэн вакум цонх
-Европ стандартын сантехникийн тоноглол
-LG брэндийн байгалийн гаралтай ханын цаас
-TOREX брэндийн гадна хаалга
-Европ стандартын сайн чанарын дотор хаалга
-Легранд брэндийн автоматжуулалтын систем
-Alutech брэндийн гражийн хаалга
-Samsung брэндийн агааржуулалт",https://www.unegui.mn/adv/7963026_khotyn-tovd-gem-castle-khotkhond-2-oroo-oron-suuts-khudaldana/,Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,47.97 м²,14,Лизинггүй,2,Ашиглалтад ороогүй,4,18,МУИС,,,,,,Сүхбаатар,Хороо 6,6,6.3,47.97,0.131332083
694,Бзд эмнэлэгийн баруун талд 66мкв 2өрөө байр,"155 сая ₮
үнэ тохирно",3/17/2024,22:23,8131409,,2 өрөө,"УБ — Баянзүрх, Халдвартын эмнэлэг","
БЗД эмнэлэгийн баруун талд 85а байр, 66мкв 2өрөө байр зарна.
📌9/5давхарт
📌1тагттай
📌Зүүн талдаа харсан цонхтой
📌Автобусны буудал, өрхийн эмнэлэг, сургууль, цэцэрлэг, үйлчилгээний төвүүдтэй ойрхон",https://www.unegui.mn/adv/8131409_bzd-emnelegiin-baruun-tald-66mkv-2oroo-bair/,Паркет,1 тагттай,2013,Байхгүй,Вакум,9,Бүргэд,66.0 м²,5,Лизинггүй,3,Ашиглалтад орсон,4,17,,,,,,,Баянзүрх,Халдвартын эмнэлэг,,155,66,2.348484848
695,King tower luxury apartment 4-р ээлж 131 м.кв 3 өрөө,3.75 сая ₮,3/17/2024,22:28,8131412,,3 өрөө,"УБ — Хан-Уул, King Tower","
✅ Ариун цэврийн өрөө 3️⃣ ариун цэврийн өрөөний тоноглол АНУ-ын Kohler brand
✅ Хувцасны өрөө 3️⃣ тус бүр ханын гэрэлтэй шкафтай
✅ Зочны өрөө 1️⃣
✅ Гал тогоо 1️⃣
✅ Хооллох хэсэг 1️⃣
✅ Мастер унтлагын өрөө 1️⃣
✅ Унтлагын өрөө 1️⃣
✅ Үүдний хэсэг 1️⃣
✅ Террас 1️⃣
Солонгосын LG Hauses брэндийн хүний биед сөрөг нөлөөгүй эко ханын цаас
Италийн Tempini брэндийн байгалийн цэвэр чулуун плита
Оршин суугчдад зориулсан 2 давхартаа амралтын лобби хэсэгтэй",https://www.unegui.mn/adv/8131412_king-tower-luxury-apartment-4-r-eelzh-2023-ond-ashiglaltand-orson-131-m-kv-3-oroo/,Паркет,1 тагттай,2023,Байхгүй,Вакум,16,Төмөр вакум,131.0 м²,9,Лизинггүй,3,Ашиглалтад орсон,4,15,Маршал,,,,,,Хан-Уул,King Tower,,3.75,131,0.028625954
696,Ботаник центр хотхонд 2 өрөө байр,"2.9 сая ₮
үнэ тохирно",3/17/2024,22:28,8131411,,2 өрөө,УБ — Сүхбаатар,"
Япон Монгол эмнэлэгийн хойно, ботаник центр хотхонд 7 давхарт, урагшаа харсан цонхтой, маш гоё харууцтай 2 өрөө байр, зогсоолын хамт зарна.",https://www.unegui.mn/adv/8131411_botanik-tsentr-khotkhond-2-oroo-bair-zarna/,Паркет,1 тагттай,2024,Байгаа,Вакум,10,Бүргэд,52.6 м²,7,Лизинггүй,4,Ашиглалтад орсон,4,16,,,,,,,Сүхбаатар,,,2.9,52.6,0.05513308
697,3-р хороолол өргөө кино театрын баруун талд 3 өрөө гаражтай байр,"180 сая ₮
үнэ тохирно",3/17/2024,22:30,7626465,,3 өрөө,"УБ — Баянгол, 3, 4 хороолол","
Өргөө кино театрын баруун талд угсармал 9 давхар байр,
✅Гадна тал хөөсөнцөрөөр дулаалга хийгдсэн өвөлдөө маш дулаахан. ✅Өргөө кино театрын буудал,
13-р сургууль, 76,77-р
цэцэрлэгтэй маш ойрхон
✅Гал Тогоо тусдаа, урагшаа 1, хойшоо харсан 3 цонхтой
✅Ашиглалтанд орсоноос хойш эзэмшигч солигдоогүй
✅ Засвар хийх шаардлагатай
✅76,77-р цэрлэгийн дунд байрлах
тоосгон граж үнэгүй дагалдуулна.",https://www.unegui.mn/adv/7626465_3-r-khoroolol-orgoo-kino-teataryn-baruun-tald-3-oroo-bair/,Мод,2 тагттай,1980,Байгаа,Мод,9,Бүргэд,72.0 м²,3,Лизинггүй,4,Ашиглалтад орсон,4,14,"3, 4 хороолол",,,,,,Баянгол,"3, 4 хороолол",,180,72,2.5
698,"Дэнжийн 1000, city view хотхонд, 2 өрөө 45,7м2 байр","115 сая ₮
үнэ тохирно",3/17/2024,22:42,8116905,,2 өрөө,"УБ — Чингэлтэй, Дэнжийн 1000","
Дэнжийн 1000, 39 сургуулийн хажууд 2 өрөө зохион байгуулалт сайтай байр зарна.

Барилга энэ хавар бүрэн ашиглалтад орно. Дотор засал үлдсэн.

Давуу талууд:

✅ хотын төвд ойр

✅ сургууль цэцэрлэг, автобусны буудал 200м дотор

✅ шинэ төлөвлөлтийн бүс

✅ шонхор гм худалдааны төвүүдэд ойр",https://www.unegui.mn/adv/8116905_denzhiin-1000-city-view-khotkhond-2-oroo-45-7m2-bair/,Паркет,1 тагттай,2024,Байхгүй,Вакум,14,Бүргэд,45.7 м²,14,Лизинггүй,2,Ашиглалтад ороогүй,4,13,Дэнжийн мянга,,,,,,Чингэлтэй,Дэнжийн 1000,,115,45.7,2.516411379
