N,Зарын гарчиг,Нийт үнэ 0,Огноо,Цаг,Зарын дугаар,Утасны дугаар,Өрөө,Дүүрэгт байршил,Тайлбар,url,Шал:,Тагт:,Ашиглалтад орсон огноо,Гараж:,Цонх:,Барилгын давхар,Хаалга:,М2 0,Байрны давхар,Лизингээр авах боломж,Цонхны тоо,Барилгын явц:,ad_page,ad_order,Код:,Байршил 2,mylocation,Хотхоны ID,Хотхоны нэр,Дэд байршил,Lat,Long,Дүүрэг,Байршил,Хороо,Нийт үнэ,М2,М2 үнэ
523,Бзд хажууд 2 өрөө байр,"3.1 сая ₮
үнэ тохирно",3/19/2024,12:54,7747479,,2 өрөө,"УБ — Баянзүрх, Баянзүрх, Хороо 5","
БЗД-ийн хажууд цэргийн эмнэлэгийн хажууд байрлалтай шинэ ашиглалтанд орсон 5 давхарт урагш баруун харсан цонхтой 65 м.кв 2 өрөө байр зарна.",https://www.unegui.mn/adv/7747479_bzd-khazhuud-shine-2-oroo-bair-zarna/,Паркет,1 тагттай,2023,Байхгүй,Вакум,16,Бүргэд,65.0 м²,5,Лизинггүй,3,Ашиглалтад орсон,12,54,,,Жуков,,,,,,Баянзүрх,Хороо 5,5,3.1,65,0.047692308
524,River garden - 2 хотхонд 4 өрөө орон сууц,900 сая ₮,3/19/2024,12:53,8135723,,4 өрөө,"УБ — Хан-Уул, River Garden","
RIVER GARDEN-2 хотхонд 4 өрөө байр худалдана
Байршил:
ХУД,17-р хороо ,River garden хотхон
Талбай, ереений тоо, зориулалт:
120мкв 4 epee

Хэддүгээр байр/ блок: 403
Барилгын нийт давхар, хэдэн давхарт:
16/11 давхарт


Цонхны харууц, цонхны тоо:
- 3 унтлагын өрөө/ 2а.ц.өрөөтэй


Ашиглалтанд орох/орсон огноо:
2020 онд ашиглалтанд орсон


Тевийн шугам сүлжээнд холбогдсон эсэх:
Хотхон нэгдсэн цахилгаан эрчим хүч цэвэр ус болон бохирын шугамд холбогдсон


Гараж: Байхгуй


УХХийн худалдах уна : 900сая₮


Төлбөрийн нөхцөл: доод үнэ


Хотхоны тухай:
-Нам гүн орчинтой
-Нэгдсэн харуул хамгаалалт",https://www.unegui.mn/adv/8135723_river-garden-2-khotkhond-4-oroo-oron-suuts-zarna/,Паркет,2 тагттай,2020,Байхгүй,Вакум,16,Бүргэд,112.2 м²,11,Банкны лизингтэй,5,Ашиглалтад орсон,2,17,,,Маршал,,,,,,Хан-Уул,River Garden,,900,112.2,8.021390374
525,Удирдлагын академийн урд 3 өрөө 98.55м2,360 сая ₮,3/19/2024,12:52,7593911,,3 өрөө,"УБ — Хан-Уул, Хан-Уул, Хороо 11","
Удирдлагын академийн урд Цэцэг хотхонд 2 давхрын урагшаа зүүн болон баруун харсан мастер ариун цэврийн өрөөтөй 3 өрөө байр худалдана",https://www.unegui.mn/adv/7593911_udirdlagyn-akademiin-urd-3-oroo-bair-khudaldana/,Паркет,1 тагттай,2012,Байхгүй,Вакум,12,Бүргэд,98.55 м²,2,Лизинггүй,5,Ашиглалтад орсон,12,55,,,Зайсан,,,,,,Хан-Уул,Хороо 11,11,360,98.55,3.652968037
526,Улаанбаатар буян компанийн ард байрлах сэлбэ комфорт хотхонд 3 өрөө 77.75 мкв,"419.81 сая ₮
үнэ тохирно",3/19/2024,12:52,8020439,,3 өрөө,"УБ — Сүхбаатар, Сүхбаатар, Хороо 1","
Улаанбаатар Буян компанийн ард байрлах Сэлбэ Комфорт хотхонд 77.75 мкв 3 өрөө орон сууц худалдана
- 16/6 давхарт | Урагш болон хойш харсан цонхтой
- Шинэ, улсан коммис удахгүй авна | захиалгын гэрээтэй
📍 СБД-ийн 1-р хороо, энхтайвны өргөн чөлөө, юнеско-н гудамж, Union building-ийн хойно, IC tower-ийн урд байрлалтай
✅УБ хотын А зэрэглэлийн бүсд байршилтай.
✅Улсын тэргүүний 1-р сургуульд албан ёсны хаягаараа суралцах боломжтой.
✅Явган зорчих:
- Шангри-ла 11мин
- Хүүхдийн Парк 13мин
- Улсын их дэлгүүр 30мин
- Төв талбай 22мин
Үнэ: 419,850,000₮ | мкв нь 5,4 сая₮",https://www.unegui.mn/adv/8020439_ulaanbaatar-buian-kompaniin-ard-bairlakh-selbe-komfort-khotkhond-77-75-mkv-3-oroo-or/,Паркет,1 тагттай,2025,Байхгүй,Вакум,16,Бүргэд,77.0 м²,6,Лизинггүй,3,Ашиглалтад орсон,12,56,,,Талбай,,,,,,Сүхбаатар,Хороо 1,1,419.81,77,5.452077922
527,Зайсанд 3 өрөө 118.53м2 байр,"3.6 сая ₮
үнэ тохирно",3/19/2024,12:51,8084737,,3 өрөө,"УБ — Хан-Уул, Зайсан","
Зайсан Villgage хотхонд баруун болон зүүн харсан цонхтой 2 ариун цэврийн өрөөтөй 3 өрөө байр худалдана.
- дулаан зогсоол тусдаа 35 сая төгрөг",https://www.unegui.mn/adv/8084737_zaisand-3-oroo-bair-khudaldana/,Паркет,1 тагттай,2010,Байгаа,Вакум,6,Бүргэд,118.53 м²,3,Лизинггүй,4,Ашиглалтад орсон,12,57,,,Зайсан,,,,,,Хан-Уул,Зайсан,,3.6,118.53,0.030372058
528,Ханийн материалд байрлалтай 2өрөө 57.65м2,"120 сая ₮
үнэ тохирно",3/19/2024,12:51,7864952,,2 өрөө,"УБ — Сонгинохайрхан, Ханын материал","
Цэвэр тохилог дулаан бүх цонх урагшаа харсан цэвэрхэн байр",https://www.unegui.mn/adv/7864952_khaniin-materiald-bairlaltai-tsever-tokhilog-bair/,Паркет,2 тагттай,2015,Байхгүй,Вакум,6,Бүргэд,57.65 м²,3,Лизинггүй,2,Ашиглалтад орсон,12,58,,,Ханын материал,,,,,,Сонгинохайрхан,Ханын материал,,120,57.65,2.081526453
529,Хотын төвд 3 өрөө 105м.байр,530 сая ₮,3/19/2024,12:50,8135708,,3 өрөө,"УБ — Чингэлтэй, Чингэлтэй, Хороо 3","
📍 ЧД, 3-р хороо, Их Дэлгүүрийн баруун хойно 104.75м2 бүхий 3 өрөө орон сууцыг худалдана.

⭐ 12|11давхарт
⭐ Хотын төвд
⭐ Баруун болон хойшоо харсан цонхнуудтай
⭐ Бүх юмандаа ойр маш гоё байршилтай
⭐ 23-р сургууль, 24-р сургуультай ойр
⭐ Дулаан зогсоол: 45сая₮
⭐ Нүүж орход бэлэн, гэрчилгээ бэлэн",https://www.unegui.mn/adv/8135708_khotyn-tovd-3-oroo-105m-kv/,Паркет,2 тагттай,2014,Байгаа,Вакум,12,Бүргэд,104.75 м²,11,Лизинггүй,3,Ашиглалтад орсон,12,59,,,Их дэлгүүр,,,,,,Чингэлтэй,Хороо 3,3,530,104.75,5.059665871
530,Бзд Цайз 16-д 50.7мкв 2 өрөө байр,137 сая ₮,3/19/2024,12:50,8135712,,2 өрөө,"УБ — Баянзүрх, 16-р хороолол","
Бзд Цайз 16-д нүүж орход бэлэн шинэ 2 өрөө байрыг 137 саяд зарна",https://www.unegui.mn/adv/8135712_bzd-tsaiz-16-d-50-7mkv-2-oroa/,Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,50.7 м²,7,Лизинггүй,2,Ашиглалтад орсон,12,60,,,Цайз,,,,,,Баянзүрх,16-р хороолол,,137,50.7,2.702169625
531,Нисэхэд 2 өрөө байр,"2.6 сая ₮
үнэ тохирно",3/19/2024,12:50,8101973,,2 өрөө,"УБ — Хан-Уул, Нисэх","
💯Шинээр ашиглалтанд орсон нүүж ороход бэлэн байр худалдана.
⭕️Нисэх, Буянт-Ухаа спорт цогцолборын баруун урд Эвэл апартмент
⭕️Хажуудаа улсын цэцэрлэг сургуультай
⭕️53.75мкв 2 өрөө
⭕️100% бүрэн цутгамал
⭕️Гоёмсог метал пасадтай
⭕️Цэвэр агаар, хүрэлцээтэй зогсоол
⭕️ҮНЭ: 1мкв-2600000",https://www.unegui.mn/adv/8101973_nisekhed-2-oroo-bair/,Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,53.75 м²,16,Лизинггүй,2,Ашиглалтад орсон,13,1,,,Нисэх,,,,,,Хан-Уул,Нисэх,,2.6,53.75,0.048372093
532,Сансар гарден хотхонд 2 өрөө байр 55м2,"330 сая ₮
үнэ тохирно",3/19/2024,12:49,8063615,,2 өрөө,"УБ — Баянзүрх, Сансар","
Чингис зочид буудлын урд ашиглалтад орсон ""Сансар гарден"" хотхонд шинэ 2 өрөө байр худалдана.
~55.04 мкв
~8 давхарт
~Урагшаа болон баруун харсан өдрийн турш нар үзнэ",https://www.unegui.mn/adv/8063615_sansar-garden-khotkhond-2-oroo-bair/,Паркет,1 тагттай,2023,Байхгүй,Вакум,24,Бүргэд,55.0 м²,8,Лизинггүй,4,Ашиглалтад орсон,13,2,,,Сансар,,,,,,Баянзүрх,Сансар,,330,55,6
533,13 халдварт 63.4мкв 2 өрөө байр,188 сая ₮,3/19/2024,12:48,7851221,,2 өрөө,"УБ — Баянзүрх, 14-р хороолол",,https://www.unegui.mn/adv/7851221_13-khaldvart-63-4mkv-2-oroo/,Паркет,1 тагттай,2014,Байхгүй,Вакум,12,Бүргэд,63.4 м²,6,Банкны лизингтэй,2,Ашиглалтад орсон,13,3,,,"Жуков, Халдварт, Өгөөмөр",,,,,,Баянзүрх,14-р хороолол,,188,63.4,2.965299685
534,Халдвартын эцэст 2 өрөө 43.2мкв байр,129 сая ₮,3/19/2024,12:48,7981899,,2 өрөө,"УБ — Баянзүрх, 14-р хороолол",,https://www.unegui.mn/adv/7981899_khaldvartyn-etsest-2-oroo-43-2mkv-bair/,Паркет,1 тагттай,2016,Байхгүй,Вакум,12,Бүргэд,43.2 м²,6,Банкны лизингтэй,2,Ашиглалтад орсон,13,4,,,"Жуков, Халдварт, Өгөөмөр",,,,,,Баянзүрх,14-р хороолол,,129,43.2,2.986111111
535,Зайсанд royal green villa хотхонд 7 өрөө дуплекс,1.45 Тэрбум ₮,3/19/2024,12:48,8135695,,5+ өрөө,"УБ — Хан-Уул, Зайсан","
📍Зайсанд “Royal Green Villa” хотхонд 7 өрөө дуплекс худалдана

✅365 метр квадрат 7 өрөө дуплекс, Солонгос хийцийн тансаг зэрэглэлийн хотхон
✅Давхартаа 2 айлтай 6 давхар орон сууц
✅Урагш, хойш харсан цонхнуудтай, том террастай
✅2 дулаан зогсоолтой
✅Гэрчилгээ бэлэн",https://www.unegui.mn/adv/8135695_zaisand-royal-green-villa-khotkhond-7-oroo-dupleks-khudaldana/,Паркет,2 тагттай,2014,Байгаа,Вакум,6,Бүргэд,365.0 м²,6,Лизинггүй,8,Ашиглалтад орсон,13,5,,,Зайсан,,,,,,Хан-Уул,Зайсан,,1450,365,3.97260274
536,Зайсанд 2 өрөө 61м2 байр,"200 сая ₮
үнэ тохирно",3/19/2024,12:47,8042305,,2 өрөө,"УБ — Хан-Уул, Зайсан","
📍ХУД, Соёмбо хотхонд 61мкв 2 өрөө цэвэрхэн байрыг худалдахаар санал болгож байна.



◾️6/2 давхарт
◾️Урагшаа харсан 2 цонхтой 𝟏 тхгттай
◾️Машины зогсоол сайтай
◾️Аюулгүй хүүхдийн тоглоомын талбай
◾️Гал тогооны тавилга үлдэнэ
◾️Гэрчилгээ бэлэн",https://www.unegui.mn/adv/8042305_zaisand-2oroo-bair-zarna/,Паркет,1 тагттай,2016,Байхгүй,Вакум,6,Бүргэд,61.0 м²,2,Банкны лизингтэй,2,Ашиглалтад орсон,13,6,,,Зайсан,,,,,,Хан-Уул,Зайсан,,200,61,3.278688525
537,Бзд буянт од хотхонд 53м2 2өрөө байр,"155 сая ₮
үнэ тохирно",3/19/2024,12:46,8135683,,2 өрөө,"УБ — Баянзүрх, 14-р хороолол","
Зүүн харсан цонхтой Бүрэн цутгамал хийцлэлтэй 2 өрөө байр",https://www.unegui.mn/adv/8135683_shuud-orokh-borluulaltaas-khiamd/,Паркет,1 тагттай,2023,Байгаа,Вакум,7,Бүргэд,53.37 м²,7,Лизинггүй,3,Ашиглалтад орсон,13,7,,,"Жуков, Халдварт, Өгөөмөр",,,,,,Баянзүрх,14-р хороолол,,155,53.37,2.904253326
538,Яармаг viva city хотхонд 68м2 3 өрөө байр,"165 сая ₮
үнэ тохирно",3/19/2024,12:45,8062463,,3 өрөө,"УБ — Хан-Уул, Viva city","
Viva city-д мастертай 3 өрөө байр худалдана. Нүүж орход бэлэн",https://www.unegui.mn/adv/8062463_iaarmag-viva-city-khotkhond-68m2-3-oroo-bair/,Паркет,1 тагттай,2010,Байхгүй,Вакум,5,Төмөр,68.0 м²,2,Лизинггүй,4,Ашиглалтад орсон,13,8,,,Яармаг,,,,,,Хан-Уул,Viva city,,165,68,2.426470588
539,16р хороололд 54м2 2 өрөө байр,"160 сая ₮
үнэ тохирно",3/19/2024,12:45,8062528,,2 өрөө,"УБ — Баянзүрх, 16-р хороолол",,https://www.unegui.mn/adv/8062528_16r-khoroolold-54m2-2-oroo-bair/,Паркет,1 тагттай,2016,Байхгүй,Вакум,12,Төмөр,54.0 м²,3,Лизинггүй,2,Ашиглалтад орсон,13,9,,,Цайз,,,,,,Баянзүрх,16-р хороолол,,160,54,2.962962963
540,Яармагт 47мкв 2 өрөө байр,"129 сая ₮
үнэ тохирно",3/19/2024,12:44,8115094,,2 өрөө,"УБ — Хан-Уул, Яармаг",,https://www.unegui.mn/adv/8115094_iaarmagt-47m-2-2oroo/,Паркет,1 тагттай,2021,Байхгүй,Вакум,7,Төмөр,46.85 м²,5,Банкны лизингтэй,2,Ашиглалтад орсон,13,10,,,Яармаг,,,,,,Хан-Уул,Яармаг,,129,46.85,2.753468517
541,"Бзд, sky residence хотхонд 51мкв 2 өрөө орон сууц","127.5 сая ₮
үнэ тохирно",3/19/2024,12:44,8116005,,2 өрөө,"УБ — Баянзүрх, Баянзүрх, Хороо 22","
БЗД, Их цайз худалдааны төвийн баруун талд шинээр ашиглалтанд орсон ""Sky residence 2"" хотхонд нүүж ороход бэлэн 51мкв цоо шинэ 2 өрөө орон сууц худалдана.

- цоо шинэ, нүүж ороход бэлэн
- 16/12 давхарт байрлалтай
- хойшоо харсан цонхнуудтай
- зөв зохион байгуулалттай
- вакуум хаалт бүхий нэг тагттай
- 24 цагийн хос лифттэй
- захиалгын гэрээ шилжүүлэн худалдана",https://www.unegui.mn/adv/8116005_bzd-sky-residence-khotkhond-51mkv-shine-2-oroo-oron-suuts-zarna/,Паркет,1 тагттай,2023,Байхгүй,Вакум,16,Төмөр,51.0 м²,12,Лизинггүй,2,Ашиглалтад орсон,13,11,,,Кино үйлдвэр,,,,,,Баянзүрх,Хороо 22,22,127.5,51,2.5
542,Саруул хороололд 96.8мкв 3 өрөө,378 сая ₮,3/19/2024,12:43,7977717,,3 өрөө,"УБ — Баянзүрх, Баянзүрх, Хороо 26","
📍Шинэ саруул хотхонд 96.8мкв 3 өрөө худалдана
✅15/11 давхар урагшаа зүүн харсан
💰378 сая",https://www.unegui.mn/adv/7977717_saruul-khoroolold-shine-96-8mkv-3-oroo/,Паркет,Тагтгүй,2023,Байхгүй,Вакум,15,Бүргэд,96.8 м²,11,Лизинггүй,4,Ашиглалтад орсон,13,12,,,Цэцэрлэгт хүрээлэн,,,,,,Баянзүрх,Хороо 26,26,378,96.8,3.904958678
543,"Бзд, жуков, one family- хотхонд 2 өрөө 41m2",114 сая ₮,3/19/2024,12:42,8121244,,2 өрөө,"УБ — Баянзүрх, Баянзүрх, Хороо 14","
🎊БЗД, Жуков, One family- хотхонд 2 өрөө худалдана.
-40.51мкв
-16/1давхарт
-Баруун харсан 2 цонхтой
-2022онд ашиглалтанд орсон
-Шинээрээ байр
-Гэрчилгээ бэлэн",https://www.unegui.mn/adv/8121244_bzd-zhukov-one-family-khotkhond-2-oroo-khudaldana/,Паркет,1 тагттай,2022,Байхгүй,Вакум,16,Бүргэд,41.0 м²,1,Лизинггүй,2,Ашиглалтад орсон,13,13,,,Өгөөмөр,,,,,,Баянзүрх,Хороо 14,14,114,41,2.780487805
