N,Зарын гарчиг,Нийт үнэ 0,Огноо,Цаг,Зарын дугаар,Утасны дугаар,Өрөө,Дүүрэгт байршил,Тайлбар,url,Шал:,Тагт:,Ашиглалтад орсон огноо,Гараж:,Цонх:,Барилгын давхар,Хаалга:,М2 0,Байрны давхар,Лизингээр авах боломж,Цонхны тоо,Барилгын явц:,ad_page,ad_order,location:,Код:,mylocation,Хотхоны ID,Хотхоны нэр,Дэд байршил,Lat,Long,Дүүрэг,Байршил,Хороо,Нийт үнэ,М2,М2 үнэ
582,Яармаг дээдсийн өргөө хотхон 88м2 4 өрөө орон сууц,2.7 сая ₮,3/13/2024,11:02,7979910,,4 өрөө,"УБ — Хан-Уул, Яармаг","
шинэ байр цонх зүүн хойшоо",https://www.unegui.mn/adv/7979910_iaarmag-deedsiin-orgoo-khotkhon-88m2-4-oroo-oron-suuts/,Паркет,1 тагттай,2023,Байхгүй,Вакум,12,Бүргэд,88.21 м²,4,Лизинггүй,4,Ашиглалтад орсон,16,3,,,Яармаг,,,,,,Хан-Уул,Яармаг,,2.7,88.21,0.030608775
583,Mandala garden hothond 3 oroo 80.8мкв bair,4.15 сая ₮,3/13/2024,11:01,8077205,,3 өрөө,"УБ — Хан-Уул, Яармаг","
Яармаг 1 буудалд яармагийн диваажмн Мандала гарден 2-р ээлж Water garden хотхонд 304 блок borluulaltandaa turuulj duusdag ereltei 3 oroo shu. , харууц ,давхар маш гоё,нүүж орход бэлэн мастер унтлагийн өрөөтэй шинэ байр зарна. Tomyo surguuli ,ulsiin 308 -r tsetserleg hajuudaa Гэрчилгээ бэлэн 340 sayas yariad 335 saya dood une Agenttai hamtrahgui bayarlala algasaarai",https://www.unegui.mn/adv/8077205_mandala-garden-hothond-3-oroo-80-8-m2/,Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,80.77 м²,7,Лизинггүй,5,Ашиглалтад орсон,16,4,,,Яармаг,,,,,,Хан-Уул,Яармаг,,4.15,80.77,0.051380463
584,Тбд андууд урд 52мкв 2 өрөө байр,185 сая ₮,3/13/2024,11:00,8108210,,2 өрөө,"УБ — Баянгол, Богд-Ар","
ТБД андууд урд 52мкв 2 өрөө байр худалдана.
- Бүх үйлчилгээндээ ойрхон
- 12/3давхарт байрлалтай
- Урагшаа харсан 2 цонхтой
- Вакум хаалт бүхий нэг тагттай
- ЕБС 20,38,51 сургуулиудын дэргэд
-Төмөр замын дээд сургуультай ойрхон
- Автобусны буудал хажуудаа",https://www.unegui.mn/adv/8108210_tbd-anduud-urd-52mkv-2-oroo-bair/,Паркет,1 тагттай,2012,Байхгүй,Вакум,12,Бүргэд,52.0 м²,3,Лизинггүй,2,Ашиглалтад орсон,16,5,,,Төмөр зам,,,,,,Баянгол,Богд-Ар,,185,52,3.557692308
585,Нарны гүүрны баруун талд 2 өрөө,180 сая ₮,3/13/2024,10:59,8114267,,2 өрөө,"УБ — Баянгол, Нарны хороолол","
Нарны гүүрны баруун талд 60мкв 2өрөө байр худалдана./байршил сайтай/",https://www.unegui.mn/adv/8114267_narny-guurny-baruun-tald-2-oroo/,Паркет,1 тагттай,2016,Байхгүй,Вакум,12,Бүргэд,60.0 м²,9,Лизинггүй,3,Ашиглалтад орсон,16,6,,,Нарны хороолол,,,,,,Баянгол,Нарны хороолол,,180,60,3
586,King tower-т 105мкв 3 өрөө,341 сая ₮,3/13/2024,10:57,8117776,,3 өрөө,"УБ — Хан-Уул, King Tower","
King tower 104,9мк 3 өрөө байр зарна
- 16/4 давхарт
- Баруун харсан
- 122р байр
- 3 нойлтой
- Мк: 3,250,0 Нийт: 340сая
- Граш : 50 сая",https://www.unegui.mn/adv/8117776_king-tower-t-105mkv-3-oroo-khudaldana/,Паркет,Тагтгүй,2014,Байгаа,Вакум,12,Бүргэд,105.0 м²,4,Банкны лизингтэй,4,Ашиглалтад орсон,16,7,,,Маршал,,,,,,Хан-Уул,King Tower,,341,105,3.247619048
587,Сити плас хотхонд 2 өрөө 64.98 мкв байр,"3.3 сая ₮
үнэ тохирно",3/13/2024,10:57,7782911,,2 өрөө,"УБ — Хан-Уул, Яармаг","
""Сити палас"" хотхонд :

-А блокд
Зүүн болон урагшаа харсан цонхтой
14давхарт 64.98 мкв 2 өрөө зарна
Байршил:
Хан-Уул дүүргийн 4-р хороо, Яармагийн 1-р буудал Хотын шинэ захиргааны ард",https://www.unegui.mn/adv/7782911_siti-plas-khotkhond-2-oroo-53-67-mkv-bair-zarna-86119516/,Паркет,1 тагттай,2023,Байгаа,Вакум,16,Бүргэд,64.98 м²,14,Банкны лизингтэй,2,Ашиглалтад орсон,16,8,,,Яармаг,,,,,,Хан-Уул,Яармаг,,3.3,64.98,0.050784857
588,Модны 2-ын түндэмүн сауны зүүн талд 43.17мкв 2 өрөө байр,140 сая ₮,3/13/2024,10:56,8114139,,2 өрөө,"УБ — Баянгол, Баянгол, Хороо 18","
БГД-н 18-р хороо, Түндэмүн сауны зүүн тал, БГД-н нэгдсэн эмнэлгийн урд, Гранд хил зочид буудлын замын хойно байрлалтай 2 өрөө байр зарна. Авах хүнтэй сайн ярина.

- Эргэн тойронд сургууль, цэцэрлэг, эмнэлэг, дэлгүүр, зах ойрхон.
- Дунд замын автобусны буудал ойрхон, мөн 3, 4-р хороолол, ТБД андуудтай ойр.
- СӨХ-н үйл ажиллагаа маш сайн.
- Байрны дундаа хүүхдийн тоглоомын талбайтай.
- Доороо 2 давхар дулаан зогсоол, гаднаа автомашиний зогсоол, чиптэй хаалттай.
- Бартерт Pruis41 оролцуулж болно",https://www.unegui.mn/adv/8114139_modny-2-yn-tundemun-sauny-zuun-tald-43-17mkv-2-oroo-bair/,Паркет,1 тагттай,2015,Байхгүй,Вакум,12,Бүргэд,43.17 м²,2,Лизинггүй,2,Ашиглалтад орсон,16,9,,,Модны 2,,,,,,Баянгол,Хороо 18,18,140,43.17,3.242992819
589,Мандала гарденд 80.8мкв 3 өрөө байр,"4.18 сая ₮
үнэ тохирно",3/13/2024,10:56,8079496,,3 өрөө,"УБ — Хан-Уул, Хан-Уул, Хороо 4","
☘#Мандала гарден цогцолбор хороолол #Water_GARDEN 2 -р ээлж ашиглалтанд орсон. ( шууд нүүж орход бэлэн ) #3 өрөө орон сууц борлуулалтын үнээс хямд зөвхөн бэлэн төлөлтөөр худалдана.

☘ 16/ 7 давхарт
☘ Мастер унтлагийн өрөөтэй
☘ 1 тагттай
☘ 80.8
☘ 2 ариун цэврийн өрөө
МАНДАЛА ГАРДЕН ХОТХОН НЬ:
👨‍👨‍👧‍👧Оршин суугчдын аюулгүй, тав тухтай амьдралыг хангасан шийдэл зөвхөн #Мандала_гарден цогцолбор хороололд.
🖼️Ямар ч төрлийн интерьер дизайнд бүрэн нийцэх шийдэл
“Мандала Гарден” хотхоны хувьд минимал хэв маягаар дотоод орон зайн төлөвлөлт хийсэн ба энэ нь модерн, классик, контемпрари зэрэг бүхий л төрлийн интерьер дизайнд төгс зохицохуйц шийдэл юм.

📌 Байршил: ХУД, 4-р хороо, Богдхан уул, Арцатын ам
🌿Улаанбаатар хотын хамгийн эко бүс эко орчин 🌿",https://www.unegui.mn/adv/8079496_mandala-gardend-91-8-mkv-3-oroo-bair-zarna/,Паркет,1 тагттай,2023,Байгаа,Вакум,16,Бүргэд,80.8 м²,7,Хувь лизингтэй,5,Ашиглалтад орсон,16,10,,,Яармаг,,,,,,Хан-Уул,Хороо 4,4,4.18,80.8,0.051732673
590,"Нисэхийн active garden хотхон 64,92м23 өрөө","260 сая ₮
үнэ тохирно",3/13/2024,10:56,8117743,,3 өрөө,"УБ — Хан-Уул, Нисэх","
📍ХУД, Яармагт цэвэр агаарт байрлалтай Active Garden хотхонд 64.92м2 3 өрөө орон сууц худалдана.

🔖Үнэ: 𝟮𝟲𝟬,𝟬𝟬𝟬,𝟬𝟬𝟬₮

✨16/4 давхарт
✨Зүүн харсан цонхтой
✨Цоо шинэ хүн амьдарч байгаагүй
✨Зөв зохион байгуулалтай
✨Цэлгэр том тагттай
✨Гадна зогсоол сайтай
✨Улсын сургууль баригдаж байгаа гэх мэт маш олон давуу талтай
✨Мөн дулаан зогсоол худалдан авах боломжтой",https://www.unegui.mn/adv/8117743_nisekhiin-active-garden-khotkhon-64-92m23-oroo/,Паркет,1 тагттай,2023,Байгаа,Вакум,16,Бүргэд,65.0 м²,4,Лизинггүй,3,Ашиглалтад орсон,16,11,,,Нисэх,,,,,,Хан-Уул,Нисэх,,260,65,4
591,"Их дэлгүүрийн урд, 40-н мянгатын 3н өрөө байр","385 сая ₮
үнэ тохирно",3/13/2024,10:55,8085873,,3 өрөө,"УБ — Сүхбаатар, Сүхбаатар, Хороо 1","
Улсын их дэлгүүрийн урд
Фонтантай гудамжны баруун талд
Хуучны 40-н мянгатын 69-р байранд 3н өрөө байрыг зарна
Өрөөнүүдийн талбай том, өндөр таазтай
3н давхар байрны 2 давхарт
Давхартаа 2 айлтай
Хананы обой, таазыг зассан",https://www.unegui.mn/adv/8085873_ikh-delguuriin-urd-40-n-miangatyn-3n-oroo-bair/,Паркет,Тагтгүй,1980,Байгаа,Вакум,3,Бүргэд,80.0 м²,2,Лизинггүй,4,Ашиглалтад орсон,16,12,,,Талбай,,,,,,Сүхбаатар,Хороо 1,1,385,80,4.8125
592,Баянмонгол хороололд 2 өрөө орон сууц,185.22 сая ₮,3/13/2024,10:55,8117765,,2 өрөө,"УБ — Баянзүрх, Баянмонгол хороолол","
Баянмонгол хороололд 2 өрөө орон сууц худалдана.

44.1 мкв | 2 өрөө | 10/4 давхарт | Баруун харсан
Үнэ - 185.220.000 | мкв үнэ - 4.200.000

Давуу тал
- Баруун тийш төв хаалгаруу харсан болохоор байр хоорондийн зай хол нар үзэлт сайн
- Засвар хийгдсэн шууд нүүгээд орох боломжтой
- Галтогооны тавилга хувцасны өрөөний тавилга дагалдана
- Ашиглалтанд орсоноос хойш 1 залуу гэр бүл амьдарсан",https://www.unegui.mn/adv/8117765_baianmongol-khoroolold-2-oroo-oron-suuts-khudaldana/,Паркет,Тагтгүй,2002,Байхгүй,Вакум,10,Төмөр,44.1 м²,4,Банкны лизингтэй,2,Ашиглалтад орсон,16,13,,,Баянмонгол,,,,,,Баянзүрх,Баянмонгол хороолол,,185.22,44.1,4.2
593,Гэрлүг виста 4 өрөө,6.7 сая ₮,3/13/2024,10:55,8117766,,4 өрөө,"УБ — Хан-Уул, Яармаг","
Гэрлүг Виста 123мк 4 өрөө байр худалдана
- К8, 3 давхарт, урагшаа,баруун, зүүн харууцтай
- Айл амьдраагүй шинэ
- Мк: 6,7 сая Нийт: 824 сая",https://www.unegui.mn/adv/8117766_gerlug-vista-4-oroo-gerlug-vista/,Паркет,1 тагттай,2024,Байхгүй,Вакум,22,Бүргэд,123.04 м²,3,Банкны лизингтэй,5,Ашиглалтад орсон,16,14,,,Яармаг,,,,,,Хан-Уул,Яармаг,,6.7,123.04,0.054453836
594,11 хороололд гал тогоо тусдаа 3 өрөө,"230 сая ₮
үнэ тохирно",3/13/2024,10:55,7725808,,3 өрөө,"УБ — Сүхбаатар, 11-р хороолол","
3 өрөө | 82мкв - 230.000.000
✅Хотын төвд байршилтай
✅Сургууль, цэцэрлэгтээ ойр
✅Агаар сэлгэлт сайтай
✅Авто замын дуу чимээгүй цэвэрхэн байраа үнэ тохиролцож зарнаа.",https://www.unegui.mn/adv/7725808_11-khoroolold-3-oroo-bair-zarna/,Паркет,2 тагттай,1992,Байхгүй,Вакум,9,Бүргэд,82.0 м²,5,Лизинггүй,4,Ашиглалтад орсон,16,15,,,11-р хороолол,,,,,,Сүхбаатар,11-р хороолол,,230,82,2.804878049
595,Ханхиллс 4 өрөө 140 мкв байр,720 сая ₮,3/13/2024,10:53,8066985,,4 өрөө,"УБ — Хан-Уул, River Garden","
Khanhills хотхонд 140.7 мкв 4 өрөө орон сууц зарна

худалдах үнэ : 720.000.000₮ (мкв үнэ: 5.1 сая)

-14/5 давхарт

-дулаан зогсоолтой 40.000.000

-гэрчилгээ бэлэн",https://www.unegui.mn/adv/8066985_khankhills-4-oroo-140-mkv/,Паркет,1 тагттай,2018,Байгаа,Вакум,14,Төмөр,140.0 м²,5,Лизинггүй,5,Ашиглалтад орсон,16,16,,,Маршал,,,,,,Хан-Уул,River Garden,,720,140,5.142857143
596,Нисэхийн active gardend 56m2 2uruu,224.28 сая ₮,3/13/2024,10:52,8117722,,2 өрөө,"УБ — Хан-Уул, Нисэх","
📍ХУД, Яармагт цэвэр агаарт байрлалтай Active Garden хотхонд 56,07м2 2 өрөө орон сууц худалдана.

🔖Үнэ: 𝟮𝟮𝟰,𝟮𝟴𝟬,𝟬𝟬𝟬₮

✨16/7 давхарт
✨Зүүн харсан цонхтой
✨Цоо шинэ хүн амьдарч байгаагүй
✨Зөв зохион байгуулалтай
✨Цэлгэр том тагттай
✨Гадна зогсоол сайтай
✨Улсын сургууль баригдаж байгаа гэх мэт маш олон давуу талтай
✨Мөн дулаан зогсоол худалдан авах боломжтой",https://www.unegui.mn/adv/8117722_niisekhiin-active-gardend-56m2-2uru/,Паркет,1 тагттай,2023,Байхгүй,Вакум,16,Бүргэд,56.0 м²,7,Лизинггүй,2,Ашиглалтад орсон,16,17,,,Нисэх,,,,,,Хан-Уул,Нисэх,,224.28,56,4.005
597,Зайсанд 3 өрөө 61.55м2,3.5 сая ₮,3/13/2024,10:52,8117724,,3 өрөө,"УБ — Хан-Уул, Зайсан","
Зайсанд 3 өрөө мастер унтлагын өрөөтэй 61.55 мкв байр зарна.
2 ариун цэврийн өрөө
4 цонхтой
агаар сайтай
харууц сайн
улсын цэцэрлэг, сургууль баригдана",https://www.unegui.mn/adv/8117724_zaisand-3-oroo-zarna/,Паркет,1 тагттай,2024,Байхгүй,Вакум,12,Бүргэд,61.55 м²,4,Лизинггүй,4,Ашиглалтад орсон,16,18,,,Зайсан,,,,,,Хан-Уул,Зайсан,,3.5,61.55,0.056864338
598,Буянт гарден хотхонд 4 өрөө 180м2 байр,740 сая ₮,3/13/2024,10:52,8117727,,4 өрөө,"УБ — Хан-Уул, Яармаг",,https://www.unegui.mn/adv/8117727_buiant-garden-khotkhond-4-oroo-180m2-bair/,Паркет,3+ тагттай,2024,Байхгүй,Вакум,7,Бүргэд,180.0 м²,1,Лизинггүй,8,Ашиглалтад орсон,16,19,,,Яармаг,,,,,,Хан-Уул,Яармаг,,740,180,4.111111111
599,Bella vista 4 өрөө байр 142m2,"1.5 Тэрбум ₮
үнэ тохирно",3/13/2024,10:52,7951070,,4 өрөө,"УБ — Хан-Уул, Зайсан","
Зайсан bella vista хотхонд 4 өрөө байр зарна.",https://www.unegui.mn/adv/7951070_bella-vista-4-oroo-bair/,Паркет,1 тагттай,2016,Байгаа,Вакум,18,Төмөр,142.0 м²,1,Лизинггүй,5,Ашиглалтад орсон,16,20,,,Зайсан,,,,,,Хан-Уул,Зайсан,,1500,142,10.56338028
